"sentence","score"
"Mặc dù có chính sách về an toàn thông tin, đã xảy ra sự cố rò rỉ dữ liệu khách hàng quy mô nhỏ do lỗi của nhân viên, cần xem xét lại quy trình kiểm soát nội bộ.",0.41
"Công ty đã đầu tư vào việc cải thiện cơ sở vật chất và trang thiết bị làm việc, tạo môi trường thoải mái và hiện đại hơn cho nhân viên.",0.76
"Đánh giá hiệu suất của nhân viên chưa gắn liền với các mục tiêu về trách nhiệm xã hội và môi trường, làm giảm động lực đóng góp của họ vào các mục tiêu này.",0.37
"Công ty đã thực hiện các biện pháp để đảm bảo khả năng tiếp cận cho người khuyết tật tại tất cả các văn phòng và cơ sở sản xuất.",0.80
"Báo cáo về tác động xã hội của công ty còn thiếu các chỉ số định lượng cụ thể và chưa được kiểm chứng bởi một bên độc lập.",0.31
"Doanh nghiệp đã triển khai chương trình hỗ trợ sức khỏe tâm thần cho nhân viên, bao gồm tư vấn miễn phí và các buổi hội thảo nâng cao nhận thức.",0.88
"Việc giải quyết tranh chấp lao động tập thể kéo dài đã làm ảnh hưởng đến tinh thần làm việc và năng suất của một bộ phận công nhân.",0.29
"Công ty thường xuyên tổ chức các hoạt động tình nguyện cho nhân viên tham gia, như dọn dẹp vệ sinh môi trường hoặc quyên góp cho người nghèo.",0.73
"Chính sách lương thưởng chưa thực sự phản ánh sự đóng góp của nhân viên vào các mục tiêu phát triển bền vững của công ty.",0.43
"Công ty đã nhận được giải thưởng 'Nơi làm việc tốt nhất châu Á' nhờ những nỗ lực không ngừng trong việc cải thiện môi trường làm việc và chăm lo đời sống nhân viên.",0.97
"Cơ cấu Hội đồng quản trị đảm bảo tính độc lập.",0.90
"Lương thưởng của lãnh đạo được công khai minh bạch.",0.85
"Chưa có ủy ban kiểm toán độc lập.",0.30
"Phát hiện hành vi gian lận trong nội bộ.",0.10
"Chính sách quản lý rủi ro được cập nhật thường xuyên.",0.75
"Quyền của cổ đông thiểu số được tôn trọng.",0.80
"Công ty tuân thủ tốt các quy định pháp luật.",0.88
"Mã đạo đức kinh doanh được phổ biến rộng rãi.",0.78
"Thiếu sự đa dạng giới trong Hội đồng quản trị.",0.38
"Các giao dịch với bên liên quan không rõ ràng.",0.25
"Công ty có cơ chế tố giác hiệu quả.",0.82
"Kết quả kiểm toán nội bộ không được công bố.",0.35
"Chiến lược ESG được tích hợp vào kế hoạch kinh doanh.",0.86
"Hội đồng quản trị thiếu kinh nghiệm về ESG.",0.40
"Công ty chủ động đối thoại với các bên liên quan.",0.77
"Không có đánh giá hiệu quả hoạt động của HĐQT.",0.28
"Hội đồng quản trị đã thành lập một tiểu ban chuyên trách về phát triển bền vững, giám sát việc thực hiện các mục tiêu ESG và báo cáo trực tiếp cho cổ đông.",0.92
"Mặc dù công ty có chính sách chống hối lộ và tham nhũng, việc đào tạo và giám sát tuân thủ tại các công ty con ở nước ngoài còn hạn chế.",0.45
"Báo cáo thường niên của công ty cung cấp thông tin chi tiết về cơ cấu quản trị, chính sách lương thưởng của lãnh đạo và các yếu tố rủi ro phi tài chính.",0.89
"Cuộc điều tra gần đây cho thấy một số thành viên Hội đồng quản trị có xung đột lợi ích tiềm ẩn chưa được khai báo đầy đủ, làm dấy lên lo ngại về tính minh bạch.",0.20
"Công ty đã áp dụng các thông lệ quản trị tốt nhất theo khuyến nghị của OECD, bao gồm việc tách bạch vai trò Chủ tịch HĐQT và Tổng Giám đốc.",0.94
"Quy trình bổ nhiệm thành viên Hội đồng quản trị chưa thực sự minh bạch và thiếu các tiêu chí rõ ràng về năng lực và kinh nghiệm liên quan đến ESG.",0.36
"Doanh nghiệp đã thiết lập một hệ thống kiểm soát nội bộ mạnh mẽ, giúp phát hiện và ngăn chặn sớm các hành vi gian lận hoặc vi phạm quy định.",0.87
"Việc công ty không phản hồi các yêu cầu cung cấp thông tin từ cổ đông thiểu số về các quyết định đầu tư lớn đã làm giảm niềm tin của thị trường.",0.26
"Chính sách đãi ngộ dành cho các nhà quản lý cấp cao được gắn với việc đạt được các chỉ tiêu về hiệu quả tài chính và cả các mục tiêu ESG dài hạn.",0.91
"Mặc dù có cam kết về tính minh bạch, công ty vẫn chưa công khai chi tiết về các khoản chi vận động hành lang hoặc đóng góp cho các tổ chức chính trị.",0.33
"Công ty thường xuyên tổ chức các buổi gặp gỡ, đối thoại với nhà đầu tư và các nhà phân tích để thảo luận về chiến lược phát triển bền vững và kết quả hoạt động ESG.",0.83
"Sự thiếu vắng các chuyên gia độc lập có kiến thức về biến đổi khí hậu trong Hội đồng quản trị làm hạn chế khả năng giám sát các rủi ro và cơ hội liên quan.",0.39
"Công ty đã thực hiện đánh giá rủi ro ESG một cách toàn diện và tích hợp kết quả vào quy trình quản lý rủi ro chung của toàn tập đoàn.",0.81
"Quyết định đầu tư vào các dự án có rủi ro môi trường cao mà không có sự tham vấn đầy đủ của các bên liên quan cho thấy sự yếu kém trong quản trị doanh nghiệp.",0.18
"Cơ chế bảo vệ người tố giác của công ty được đánh giá là hiệu quả, khuyến khích nhân viên báo cáo các sai phạm mà không sợ bị trả đũa.",0.85
"Báo cáo của kiểm toán độc lập không đưa ra ý kiến ngoại trừ nào về tình hình tài chính, tuy nhiên, phạm vi kiểm toán chưa bao gồm các khía cạnh ESG.",0.50
"Doanh nghiệp đã xây dựng một ma trận kỹ năng cho Hội đồng quản trị, đảm bảo sự đa dạng về chuyên môn, kinh nghiệm và quan điểm, bao gồm cả kiến thức về ESG.",0.90
"Việc bổ nhiệm người thân của lãnh đạo vào các vị trí chủ chốt mà không qua quy trình tuyển chọn cạnh tranh làm suy giảm niềm tin vào tính công bằng của công ty.",0.23
"Công ty công bố rõ ràng các chỉ số hiệu suất chính (KPIs) liên quan đến ESG và tiến độ đạt được trong báo cáo tích hợp hàng năm.",0.79
"Thiếu sự giám sát chặt chẽ từ Hội đồng quản trị đối với các hoạt động của công ty con ở các thị trường mới nổi, nơi có rủi ro cao về tham nhũng và lao động.",0.31
"Chương trình đào tạo về đạo đức kinh doanh và tuân thủ được triển khai định kỳ cho tất cả nhân viên, từ cấp quản lý đến nhân viên mới.",0.76
"Công ty chưa thiết lập được một quy trình rõ ràng để xác định và quản lý các tác động xã hội và môi trường trọng yếu trong toàn bộ chuỗi giá trị.",0.42
"Hội đồng quản trị đã phê duyệt một chiến lược phát triển bền vững dài hạn với các mục tiêu cụ thể và có thể đo lường được cho từng trụ cột E, S, và G.",0.93
"Sự thay đổi thường xuyên trong đội ngũ lãnh đạo cấp cao gây ra sự bất ổn và ảnh hưởng đến việc thực hiện nhất quán các cam kết về ESG.",0.34
"Công ty đã áp dụng thành công công nghệ blockchain để tăng cường tính minh bạch và truy xuất nguồn gốc trong chuỗi cung ứng nông sản.",0.84
"Việc không công bố kết quả đánh giá tác động nhân quyền của các dự án lớn khiến các nhà đầu tư và tổ chức xã hội dân sự quan ngại.",0.29
"Doanh nghiệp đã thành lập một hội đồng tư vấn độc lập gồm các chuyên gia hàng đầu về ESG để hỗ trợ Hội đồng quản trị trong việc ra quyết định chiến lược.",0.88
"Chính sách về an ninh mạng và bảo vệ dữ liệu của công ty còn nhiều lỗ hổng, chưa đáp ứng được các yêu cầu ngày càng cao của pháp luật và khách hàng.",0.27
"Công ty đã chủ động tham gia vào các diễn đàn đối thoại chính sách công về các vấn đề liên quan đến phát triển bền vững và trách nhiệm doanh nghiệp.",0.74
"Việc sử dụng các công ty vỏ bọc ở các thiên đường thuế để thực hiện các giao dịch tài chính làm dấy lên nghi ngờ về tính minh bạch và tuân thủ thuế.",0.15
"Thù lao của Hội đồng quản trị được xác định dựa trên một quy trình đánh giá độc lập và có tham khảo ý kiến của cổ đông.",0.80
"Công ty chưa có một tuyên bố chính sách rõ ràng về việc tôn trọng quyền của các cộng đồng bản địa và người dân tộc thiểu số trong các khu vực hoạt động.",0.32
"Các mục tiêu về giảm phát thải khí nhà kính của công ty đã được sáng kiến Mục tiêu Dựa trên Khoa học (SBTi) phê duyệt, cho thấy sự cam kết mạnh mẽ và đáng tin cậy.",0.96
"Báo cáo phát triển bền vững của công ty được xây dựng theo tiêu chuẩn GRI và đã được một bên thứ ba độc lập đảm bảo ở mức độ hợp lý.",0.95
"Trung tâm nghiên cứu của công ty đã triển khai quy trình kiểm soát chất lượng không khí nghiêm ngặt và báo cáo thường xuyên cho chính quyền địa phương.",0.89
"Mặc dù doanh nghiệp hỗ trợ các chương trình giáo dục cộng đồng, hiệu quả thực tế vẫn chưa được đánh giá toàn diện.",0.47
"Công ty đang xây dựng kế hoạch cắt giảm ít nhất 30% lượng rác thải nhựa, đồng thời đẩy mạnh tái sử dụng nguyên liệu.",0.78
"Ban lãnh đạo thường xuyên cập nhật các tiêu chuẩn quốc tế về quản lý an toàn lao động, nhưng còn thiếu chính sách giám sát độc lập.",0.55
"Nhờ áp dụng dây chuyền sản xuất xanh, lượng khí thải CO2 đã giảm rõ rệt và giúp cải thiện uy tín thương hiệu.",0.84
"Dù đã nỗ lực trong việc tận dụng năng lượng mặt trời, công ty vẫn chưa đạt được mục tiêu đề ra về ti���t kiệm điện năng.",0.63
"Hệ thống xử lý nước thải được nâng cấp nhằm tuân thủ tiêu chuẩn quốc gia, song vẫn còn nguy cơ ô nhiễm ở khâu vận hành.",0.49
"Công ty triển khai chính sách đánh giá thuốc bảo vệ thực vật an toàn cho vùng nguyên liệu, đồng thời tổ chức tập huấn cho nông dân.",0.77
"Doanh nghiệp hỗ trợ tài chính cho một số dự án khuyến học tại địa phương nhưng cần công khai kết quả để tăng tính minh bạch.",0.58
"Việc tái chế giấy trong văn phòng đã tiết kiệm đáng kể chi phí vận hành và thúc đẩy ý thức bảo vệ môi trường cho nhân viên.",0.82
"Ban kiểm toán độc lập đã kiến nghị doanh nghiệp điều chỉnh quy trình quản trị rủi ro, đặc biệt trong giai đoạn khủng hoảng kinh tế.",0.71
"Nhà máy mới xây dựng có hệ thống lọc khói tiên tiến, giúp giảm đáng kể lượng bụi mịn phát tán ra môi trường xung quanh.",0.88
"Hoạt động từ thiện hướng đến người cao tuổi được đề xuất trong nhiều dự án, nhưng tiến độ chưa được đẩy nhanh theo kế hoạch.",0.53
"Công ty khuyến khích nhân viên sử dụng phương tiện công cộng hoặc đi chung xe nhằm giảm thiểu khí thải carbon.",0.79
"Dù ban hành bộ quy tắc ứng xử dành cho nhà cung cấp, doanh nghiệp chưa thực hiện đánh giá định kỳ để đảm bảo tuân thủ.",0.46
"Một khoản đầu tư lớn vào nhà máy điện gió đang được xem xét, giúp tăng tỷ lệ năng lượng tái tạo trong cơ cấu sản xuất.",0.86
"Các sáng kiến chăm sóc sức khỏe nhân viên được đẩy mạnh, tuy nhiên báo cáo về chi phí y tế vẫn còn thiếu minh bạch.",0.66
"Mặc dù hợp tác với các tổ chức phi lợi nhuận, doanh nghiệp chưa có lộ trình cụ thể để nâng cao hành vi tiêu dùng bền vững.",0.39
"Việc áp dụng hệ thống ERP mới không chỉ giúp minh bạch thông tin tài chính mà còn làm tăng hiệu quả quản trị chuỗi cung ứng.",0.83
"Chính sách cắt giảm túi nilon dùng một lần được ban hành, song một số cửa hàng bán lẻ vẫn chưa thực hiện nghiêm túc.",0.65
"Báo cáo nội bộ cho thấy doanh nghiệp đang nghiên cứu công nghệ tạo ra nhiên liệu sinh học từ phụ phẩm nông nghiệp.",0.76
"Công ty kết hợp với địa phương trồng cây phủ xanh đồi trọc, nhưng kết quả đánh giá tác động môi trường chưa khả quan.",0.42
"Tỷ lệ công nhân tham gia các khóa huấn luyện an toàn tăng lên, giúp giảm thiểu nguy cơ tai nạn lao động nghiêm trọng.",0.90
"Mỗi phòng ban được yêu cầu lập kế hoạch tiết kiệm năng lượng riêng, nhằm tăng tính chủ động trong việc bảo vệ môi trường.",0.73
"Nhờ tổ chức hội thảo về quyền lợi lao động nữ, mức độ hài lòng của nhân viên nữ trong công ty đã tăng đáng kể.",0.85
"Dù đặt mục tiêu cải thiện cơ cấu quản lý, ban lãnh đạo không công bố lộ trình thay đổi thành phần hội đồng quản trị.",0.37
"Chương trình thu gom rác thải điện tử được triển khai nội bộ, nhưng chưa có thông tin về quy trình xử lý sau thu gom.",0.56
"Đầu tư vào giáo dục cộng đồng giúp tạo điều kiện phát triển lâu dài tại các vùng khó khăn, đồng thời nâng tầm ảnh hưởng thương hiệu.",0.81
"Hội đồng quản trị xem xét việc phối hợp với trường đại học để nghiên cứu giải pháp vật liệu xây dựng thân thiện môi trường.",0.67
"Tuy có kế hoạch phát triển năng lượng gió, doanh nghiệp cần thêm chiến lược đảm bảo ổn định cung cấp cho các nhà máy chính.",0.45
"Việc tinh giản bao bì được đề cập trong chiến lược marketing bền vững, nhưng chưa có cột mốc cụ thể để đo lường kết quả.",0.52
"Công ty khen thưởng những nhóm đạt thành tích cao trong việc tối ưu hoá sử dụng nước, khuyến khích các nhóm khác học hỏi.",0.75
"Các dự án nghiên cứu giảm phát thải metan trong chăn nuôi gia súc đang nhận được tài trợ quốc tế, nhưng báo cáo khá chậm trễ.",0.58
"Chính sách lương thưởng gắn với hiệu suất lao động khuyến khích nhân viên nâng cao năng suất, tuy nhiên vẫn tồn tại khiếu nại về tính công bằng.",0.44
"Hàng năm, doanh nghiệp đều tổ chức hoạt động hiến máu nhân đạo và khám sức khỏe miễn phí cho người dân địa phương.",0.93
"Ban quản lý kiểm tra định kỳ các tiêu chí phòng cháy chữa cháy tại kho hàng, nhằm giảm rủi ro về thiệt hại tài sản.",0.69
"Nhân viên được yêu cầu tham gia khóa học về quy định an toàn hóa chất, đảm bảo việc sử dụng và lưu trữ đúng quy cách.",0.70
"Tổ chức buổi hội thảo về kỹ năng mềm và ý thức môi trường giúp nâng cao đặc tính bền vững trong văn hóa doanh nghiệp.",0.87
"Công ty đã vận động khách hàng quay lại dùng chai thủy tinh, nhưng tỷ lệ chuyển đổi vẫn chưa đạt mục tiêu 10%.",0.38
"Hội đồng quản trị xem xét áp dụng tiêu chuẩn ISO 14001 trong tất cả nhà máy, tuy nhiên gặp khó khăn về kinh phí triển khai.",0.59
"Ban điều hành phát động chương trình thi đua giảm lãng phí tài nguyên, đồng thời ghi nhận kết quả vào báo cáo ESG hằng quý.",0.74
"Khách hàng phản hồi tích cực về chính sách thu hồi sản phẩm hết hạn sử dụng, giúp công ty giảm chi phí xử lý chất thải.",0.82
"Doanh nghiệp cam kết tạo thêm không gian xanh tại trụ sở chính, nhưng mức đầu tư cho hạng mục này chưa được phê duyệt.",0.41
"Các hạng mục hỗ trợ nhà tình thương cho người mất việc làm được duy trì thường niên, nâng cao uy tín về trách nhiệm xã hội.",0.88
"Nhằm minh bạch hóa hoạt động tài chính, công ty thường xuyên công bố báo cáo kết quả kinh doanh trên trang chủ.",0.79
"Chính sách luân chuyển nhân sự giữa các bộ phận góp phần nâng cao hiểu bi��t về ESG, song cần thêm khóa đào tạo chuyên sâu.",0.62
"Việc theo dõi dấu chân carbon đang được triển khai, nhưng cần cập nhật chính xác dữ liệu tiêu hao năng lượng từ các phòng ban.",0.50
"Doanh nghiệp phối hợp với địa phương để xây dựng khu bảo tồn thiên nhiên, song kế hoạch này chưa được thông qua chính thức.",0.43
"Tổ chức ngày hội ESG thường niên là cơ hội để công ty thông báo lộ trình bảo vệ môi trường và nhận phản hồi từ cổ đông.",0.80
"Nguồn cung nguyên liệu hữu cơ ngày càng khan hiếm, khiến chi phí sản xuất các sản phẩm thân thiện môi trường gia tăng.",0.61
"Công ty đã hỗ trợ các gia đình chịu ảnh hưởng của lũ lụt bằng hiện vật, nhưng chưa khởi động quỹ tái thiết hạ tầng.",0.34
"Hoạt động tự đánh giá về an toàn thông tin còn sơ sài, cần thuê bên thứ ba độc lập xác nhận tuân thủ các quy định quản trị số.",0.57
"Quy trình báo cáo nội bộ đã được số hóa, giúp giảm lượng giấy sử dụng và nâng cao tốc độ phê duyệt trong doanh nghiệp.",0.92
"Dù duy trì chính sách không phân biệt đối xử, công ty vẫn cần cải thiện h�� thống khiếu nại để bảo vệ quyền lợi nhân viên.",0.49
"Nhờ áp dụng công nghệ blockchain trong chuỗi cung ứng, tính minh bạch về nguồn gốc nguyên liệu được đảm bảo cao hơn.",0.84
"Dự án nghiên cứu phương pháp tái chế pin năng lượng mặt trời đang ở giai đoạn thử nghiệm, hứa hẹn tiềm năng dẫn đầu thị trường.",0.75
"Mặc dù ban hành quy chế ứng xử, công ty chưa có bộ phận riêng giám sát việc tuân thủ về thông tin nội bộ và quyền riêng tư.",0.44
"Chính sách khám sức khỏe định kỳ và tiêm chủng cho nhân viên được triển khai, nhưng lịch trình tại chi nhánh xa còn gặp trục trặc.",0.68
"Việc nâng cấp thiết bị trong dây chuyền sản xuất giúp giảm tiếng ồn và bảo vệ thính giác cho công nhân vận hành máy móc.",0.85
"Nhà máy tại khu công nghiệp phía Bắc đã trang bị bộ lọc nước thải đa tầng, tích hợp công nghệ tái sử dụng cho hệ thống làm mát.",0.83
"Ban lãnh đạo yêu cầu báo cáo định kỳ về tổn thất môi trường do vận chuyển hàng hóa đường dài, nhằm tìm giải pháp cải thiện.",0.60
"Những hợp đồng đối tác mới đòi hỏi công ty phải chia sẻ rõ ràng chính sách ESG để thống nhất mục tiêu phát triển bền vững.",0.71
"Công ty tiến hành bình chọn dự án ESG xuất sắc nhất hàng quý, tạo động lực sáng tạo cho các bộ phận trong hoạt động xanh.",0.77
"Dự án nuôi trồng thủy sản theo hướng bền vững mang lại lợi nhuận cao, nhưng vẫn cần nghiên cứu thêm về nguồn thức ăn thay thế.",0.65
"Nhằm cải thiện năng lực quản trị, công ty đã mời chuyên gia độc lập tham gia hội đồng phân tích rủi ro ESG.",0.80
"Ban kiểm soát nội bộ đốc thúc việc xây dựng chính sách phòng chống tham nhũng, nhưng chưa cập nhật báo cáo cho cổ đông.",0.40
"Doanh nghiệp xem xét áp dụng mô hình kinh tế tuần hoàn, kết nối với nhà cung cấp để giảm thiểu rác thải trong suốt vòng đời sản phẩm.",0.86
"Quá trình đánh giá hiệu quả đầu tư vào năng lượng tái tạo bị chậm trễ vì thiếu dữ liệu lịch sử chính xác về sản lượng và chi phí.",0.54
"Ban nhân sự khuyến khích ứng viên nữ tham gia các vị trí lãnh đạo, nhưng biên độ tăng trưởng tỷ lệ nữ quản lý chưa đáng kể.",0.35
"Các khóa tập huấn định kỳ về phòng ngừa quấy rối và phân biệt đối xử đang dần nâng cấp chất lượng môi trường làm việc.",0.72
"Chương trình đồng hành cùng nông dân địa phương giúp tạo việc làm ổn định và cải thiện thu nhập cho người lao động vùng nông thôn.",0.90
"Dù chú trọng phát triển công nghệ xanh, doanh nghiệp vẫn nhập khẩu một lượng lớn linh kiện có nguy cơ gây ô nhiễm điện tử.",0.46
"Hoạt động giám sát mức phát thải trong các nhà xưởng được cập nhật theo thời gian thực, giảm nguy cơ vi phạm quy chuẩn môi trường.",0.79
"Ban quản lý kỳ vọng xây dựng văn hóa an toàn, kết hợp đào tạo liên tục và củng cố trang thiết bị bảo hộ cho công nhân.",0.93
"Các sáng kiến bảo vệ nguồn nước ngầm được lồng ghép vào kế hoạch sản xuất và sẽ được kiểm tra chi tiết qua các đợt thanh tra.",0.64
"Dự án năng lượng sinh khối từ phế phẩm nông sản đang tìm nguồn vốn đầu tư, hứa hẹn giảm chi phí nhiên liệu và ô nhiễm.",0.74
"Sự gia tăng cạnh tranh đòi hỏi công ty phải đổi mới sản phẩm theo hướng thân thiện môi trường, đồng thời duy trì giá thành hợp lý.",0.52
"Phòng pháp chế đã thực hiện đánh giá tuân thủ quy định lao động trẻ em, đưa ra khuyến nghị xây dựng cơ chế kiểm tra thường xuyên.",0.57
"Công ty tài trợ gói bảo hiểm y tế cho toàn bộ nhân viên, bao gồm cả các đối tác tuyển dụng ngắn hạn.",0.82
"Dù đã thiết lập hệ thống mã số cho từng lô nguyên liệu, một số đối tác cung ứng chưa cập nhật thông tin kịp thời.",0.42
"Việc thúc đẩy bình đẳng giới được lồng ghép trong chính sách thưởng phạt, tuy nhiên nhiều nhà quản lý vẫn chưa thật sự hiểu rõ.",0.53
"Nhiều công đoàn địa phương đánh giá cao nỗ lực cải thiện quy định giờ làm và chế độ nghỉ thai sản của công ty.",0.88
"Nhà máy sản xuất xi măng mới lắp đặt cảm biến giám sát bụi, giúp theo dõi chất lượng không khí theo thời gian thực.",0.80
"Khoản tiền phạt do vi phạm quy hoạch đô thị đã được doanh nghiệp thanh toán, nhưng uy tín trên thị trường bị ảnh hưởng đáng kể.",0.29
"Ban lãnh đạo yêu cầu tăng cường kiểm tra nhà thầu phụ để đảm bảo an toàn lao động và ngăn chặn việc sử dụng hóa chất độc hại.",0.76
"Hệ thống phân loại rác tại nguồn được nâng cấp, khuyến khích nhân viên có ý thức phân loại rác đúng quy chuẩn.",0.83
"Chính sách tuyển dụng ưu tiên người khuyết tật được triển khai thí điểm, tạo thêm cơ hội việc làm và cải thiện hình ảnh doanh nghiệp.",0.87
"Nhận thức về quản trị minh bạch dần cải thiện nhờ các buổi đào tạo về công bố thông tin và quy trình ra quyết định.",0.68
"Khách hàng quyên góp một phần lợi nhuận khi mua sản phẩm xanh, góp phần tạo quỹ phát triển bền vững cho cộng đồng.",0.72
"Hệ thống camera giám sát giúp đảm bảo hoạt động kho và bến bãi an toàn, nhưng cũng làm tăng mối lo ngại về quyền riêng tư.",0.44
"Quy trình đánh giá rủi ro chuỗi cung ứng được rà soát, nhằm đảm bảo từng mắt xích tuân thủ tiêu chuẩn ESG tối thiểu.",0.81
"Doanh nghiệp đã giảm số lượng chuyến vận chuyển đường bộ bằng cách tối ưu lịch trình, giúp cắt giảm chi phí nhiên liệu và khí thải.",0.92
"Khách hàng yêu cầu công ty công bố thêm dữ liệu về độ bền sản phẩm, phản ánh xu hướng tiêu dùng quan tâm đến vòng đời sản phẩm.",0.55
"Chương trình trao học bổng cho con em nhân viên khuyến khích tính gắn bó lâu dài, nâng cao năng lực lao động địa phương.",0.89
"Quy định phạt hành vi lãng phí điện nước trong giờ làm việc được đưa ra, nhưng cần hậu kiểm để đảm bảo tính công bằng.",0.51
"Bộ phận PR tổ chức hội thảo trực tuyến về xu hướng tiêu dùng xanh, thu hút sự tham gia tích cực của đối tác và báo chí.",0.75
"Việc quản lý nhu cầu sử dụng nước sạch cho sản xuất và sinh hoạt đang dần được số hóa, giảm sai sót trong ghi chép truyền thống.",0.66
"Ban giám đốc cân nhắc áp dụng khung quy chuẩn về xung đột lợi ích, ngăn chặn tham nhũng và đảm bảo lợi ích cổ đông.",0.60
"Nhà máy tại miền Trung lắp đặt hệ thống quan trắc khí thải liên tục, giúp dữ liệu phát thải được theo dõi công khai.",0.86
"Chương trình bồi thường cho người dân bị ảnh hưởng bởi hoạt động khai thác khoáng sản đang được triển khai, giúp giảm xung đột lợi ích.",0.83
"Doanh nghiệp đã tích hợp công nghệ AI để dự báo nhu cầu thị trường, tối ưu hóa quy trình sản xuất và hạn chế lãng phí tài nguyên.",0.91
"Dù xây dựng nhiều tiện ích cho công nhân, doanh nghiệp vẫn chưa có chính sách rõ ràng về định mức an toàn tiếng ồn trong khu vực làm việc.",0.48
"Dự án tái cấu trúc chuỗi cung ứng nhằm giảm chi phí vận chuyển, nhưng cần lưu ý ảnh hưởng đến các nhà cung cấp nhỏ lẻ.",0.57
"Chương trình chăm sóc khách hàng hướng đến sản phẩm bền vững ngày càng mở rộng, góp phần nâng cao nhận diện thương hiệu.",0.78
"Việc công bố thông tin về chi tiêu ESG gần đây nhận phản hồi tích cực, nhưng cổ đông vẫn đòi hỏi số liệu đầy đủ hơn.",0.71
Ban đầu trên đây là 100 câu phức, sau đây là 50 câu đơn:
"Khí thải giảm 10% so với năm trước.",0.82
"Công ty hỗ trợ xây trường mầm non địa phương.",0.74
"Nhân viên được cấp bảo hộ lao động miễn phí.",0.88
"Tỷ lệ rác tái chế tăng đều theo từng tháng.",0.81
"Hội đồng quản trị minh bạch trong biểu quyết.",0.64
"Công ty đã có báo cáo E&S chi tiết.",0.45
"Lãi suất vay ưu đãi cho dự án xanh đã phê duyệt.",0.79
"Chính sách bình đẳng giới được ban hành rộng rãi.",0.86
"Tiến độ xây dựng nhà máy lọc nước bị chậm.",0.35
"Hợp đồng chỉ rõ trách nhiệm tái trồng rừng.",0.70
"Viên chức thanh tra chất lượng không kh�� hai lần mỗi tháng.",0.52
"Công ty quyên góp 5% lợi nhuận cho quỹ từ thiện.",0.90
"Ban an toàn lao động kiểm tra máy móc định kỳ.",0.58
"Tổ chức chiến dịch thúc đẩy lối sống xanh.",0.76
"Giảm 15% năng lượng tiêu hao trong dây chuyền mới.",0.80
"Nhà xưởng được lắp đặt thiết bị phòng cháy hiện đại.",0.67
"Doanh nghiệp đạt chứng nhận ISO 14001 năm nay.",0.92
"Bàn giao máy lọc nước sạch cho trường học vùng sâu.",0.87
"Trồng thêm 1.000 cây xanh quanh nhà máy xi măng.",0.71
"Các cuộc họp cổ đông đều được tường thuật trực tiếp.",0.54
"Mời tổ chức độc lập đánh giá tuân thủ an toàn hóa chất.",0.62
"Xây cầu vượt cho người đi bộ tại cổng nhà máy.",0.66
"Nhân viên được tập huấn xử lý sản phẩm hết hạn.",0.74
"Ký cam kết sử dụng nguyên liệu bền vững.",0.82
"Kiểm toán ESG hàng quý có sự tham gia của chuyên gia quốc tế.",0.78
"Quỹ phúc lợi xã hội tăng 20% so với năm ngoái.",0.89
"Doanh nghiệp được khen thưởng vì tiết kiệm năng lượng.",0.91
"Chính sách cắt giảm nhiên liệu hóa thạch tới năm 2040.",0.69
"Thử nghiệm nhiên liệu sinh học trên xe vận chuyển nội bộ.",0.72
"Tỷ lệ lao động tái ký hợp đồng đạt 95%.",0.87
"Ban quản lý cam kết xây dựng khu vực ăn uống an toàn.",0.47
"Quy trình bán hàng cam kết không gian lận cân đo.",0.59
"Duy trì hệ thống phân loại rác tại văn phòng.",0.81
"Áp dụng phần mềm quản lý nước toàn diện.",0.68
"Hỗ trợ tài chính cho hội nghị về ESG quốc tế.",0.77
"Nhà máy giảm 5 dB tiếng ồn từ dây chuyền sản xuất.",0.64
"Công ty phát hành báo cáo về đóng góp cộng đồng hằng năm.",0.85
"Dự án tái tạo môi trường khai thác mỏ hoàn tất đúng hạn.",0.70
"Cam kết hỗ trợ y tế cho gia đình công nhân gặp nạn.",0.62
"Khu xử lý rác mới đạt chuẩn an toàn cao nhất.",0.83
"Tổ chức lớp học về tác động môi trường tại trụ sở.",0.55
"Đối tác cung cấp cam kết tuân thủ ISO 9001.",0.44
"Nhà máy ngừng dùng than, chuyển sang khí tự nhiên.",0.90
"Quyền lợi công đoàn được công khai trên website.",0.82
"Sản phẩm tái chế được dán nhãn rõ ràng.",0.76
"Chế độ nghỉ thai sản được gia hạn thêm 2 tuần.",0.88
"Công ty thường xuyên kiểm kê chi phí phát sinh phi ESG.",0.53
"Quỹ hỗ trợ khởi nghiệp bền vững đã được thành lập.",0.79
"Triển khai lắp đặt đèn LED cho toàn bộ khu nhà xưởng.",0.67
"Nỗ lực cắt giảm 50% nước thải sinh hoạt đã thành công.",0.92
"Thành lập tiểu ban R&D cho các giải pháp tái chế.",0.69
"Công ty giảm 30% lượng khí thải CO2 so với năm ngoái.",0.93
"Không có báo cáo về quản lý chất thải nguy hại.",0.18
"Ban lãnh đạo gồm 40% nữ giới và đa dạng độ tuổi.",0.87
"Nước thải công nghiệp vượt ngưỡng cho phép 3 lần trong quý.",0.15
"Chương trình đào tạo kỹ năng số cho 10,000 lao động nông thôn.",0.78
"Tỷ lệ tai nạn lao động cao hơn mức trung bình ngành.",0.32
"100% năng lượng sử dụng là năng lượng tái tạo từ năm 2023.",0.98
"Bị phạt 2 tỷ do vi phạm quy định an toàn vệ sinh lao động.",0.08
